Experiment,rev,typ,Created,parent,answer_accuracy,answer_page_accuracy,conditional_answer_accuracy,min_lot_size.answer_accuracy,min_lot_size.answer_page_accuracy,min_lot_size.conditional_answer_accuracy,min_lot_size.num_correct_answer,min_lot_size.num_correct_page_searched,min_lot_size.num_results,min_lot_size.num_row_input,min_lot_size.num_row_processed,min_lot_size.page_search_recall,min_lot_size.row_processed,page_search_recall,row_processed,max_height.answer_accuracy,max_height.conditional_answer_accuracy,max_height.num_correct_answer,max_height.num_correct_page_searched,max_height.num_results,max_height.page_search_recall,max_lot_coverage.answer_accuracy,max_lot_coverage.conditional_answer_accuracy,max_lot_coverage.num_correct_answer,max_lot_coverage.num_correct_page_searched,max_lot_coverage.num_results,max_lot_coverage.page_search_recall,max_lot_coverage_pavement.answer_accuracy,max_lot_coverage_pavement.conditional_answer_accuracy,max_lot_coverage_pavement.num_correct_answer,max_lot_coverage_pavement.num_correct_page_searched,max_lot_coverage_pavement.num_results,max_lot_coverage_pavement.page_search_recall,min_parking_spaces.answer_accuracy,min_parking_spaces.conditional_answer_accuracy,min_parking_spaces.num_correct_answer,min_parking_spaces.num_correct_page_searched,min_parking_spaces.num_results,min_parking_spaces.page_search_recall,min_unit_size.answer_accuracy,min_unit_size.conditional_answer_accuracy,min_unit_size.num_correct_answer,min_unit_size.num_correct_page_searched,min_unit_size.num_results,min_unit_size.page_search_recall,accuracy,max_height.accuracy,max_height.num_row_input,max_height.num_row_processed,max_height.row_processed,max_lot_coverage.accuracy,max_lot_coverage.num_row_input,max_lot_coverage.num_row_processed,max_lot_coverage.row_processed,max_lot_coverage_pavement.accuracy,max_lot_coverage_pavement.num_row_input,max_lot_coverage_pavement.num_row_processed,max_lot_coverage_pavement.row_processed,min_lot_size.accuracy,min_parking_spaces.accuracy,min_parking_spaces.num_row_input,min_parking_spaces.num_row_processed,min_parking_spaces.row_processed,min_unit_size.accuracy,min_unit_size.num_row_input,min_unit_size.num_row_processed,min_unit_size.row_processed,max_lot_coverage.num_correct_page_extracted,max_lot_coverage.page_extract_recall,min_lot_size.num_correct_page_extracted,min_lot_size.page_extract_recall,min_parking_spaces.num_correct_page_extracted,min_parking_spaces.page_extract_recall,max_height.num_correct_page_extracted,max_height.page_extract_recall,max_lot_coverage_pavement.num_correct_page_extracted,max_lot_coverage_pavement.page_extract_recall,min_unit_size.num_correct_page_extracted,min_unit_size.page_extract_recall,min lot size.answer_accuracy,min lot size.conditional_answer_accuracy,min lot size.num_correct_answer,min lot size.num_correct_page_extracted,min lot size.num_correct_page_searched,min lot size.num_results,min lot size.page_extract_recall,min lot size.page_search_recall,min unit size.answer_accuracy,min unit size.conditional_answer_accuracy,min unit size.num_correct_answer,min unit size.num_correct_page_extracted,min unit size.num_correct_page_searched,min unit size.num_results,min unit size.page_extract_recall,min unit size.page_search_recall,num_correct_answer,num_correct_page_extracted,num_correct_page_searched,num_results,page_extract_recall,extract_text.orig_document_s3_bucket,generate_dataset.seed,generate_dataset.test_split_frac,publish_datasets,eval.num-eval-rows,eval.terms,eval.search-method,eval.extraction-method,eval.k,eval.elastic-k,eval.embedding-k,data/hf_dataset,data/hf_text_dataset,data/names_all_towns.json,data/orig-documents,data/orig_documents_s3_manifest.json,data/textract_dataset,maxdumas/extract_text.py,maxdumas/generate_dataset.py,maxdumas/upload_zoning_docs.sh,templates/extraction.pmpt.tpl,templates/extraction_chat_completion.pmpt.tpl,templates/extraction_completion.pmpt.tpl,zoning/data_processing/eval.py,zoning/data_processing/extract_text.py,zoning/data_processing/generate_dataset.py,zoning/data_processing/generate_text_dataset.py,zoning/data_processing/index_towns.py,zoning/data_processing/upload_zoning_docs.sh
,ba42931,baseline,2023-08-18T11:59:38,,,,,0.6956521739130435,,1.0,16,13,53,,,0.5652173913043478,,,,0.6785714285714286,1.0,19,16,91,0.5714285714285714,0.5769230769230769,0.8333333333333334,15,12,63,0.46153846153846156,0.5,0.8461538461538461,11,13,54,0.5909090909090909,0.8275862068965517,0.9047619047619048,24,21,68,0.7241379310344828,0.18181818181818182,1.0,4,3,53,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,30,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",elasticsearch,tournament_reduce,6,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,4b7a22668f22e38e6ff85487c0bc44b5,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,01b4ce6,baseline,2023-08-18T11:26:43,,,,,0.6956521739130435,,1.0,16,13,53,,,0.5652173913043478,,,,0.6785714285714286,1.0,19,16,91,0.5714285714285714,0.5769230769230769,0.8333333333333334,15,12,63,0.46153846153846156,0.5,0.8461538461538461,11,13,54,0.5909090909090909,0.8275862068965517,0.9047619047619048,24,21,68,0.7241379310344828,0.18181818181818182,1.0,4,3,53,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,30,"['min_lot_size', 'min_unit_size', 'max_height', 'max_lot_coverage', 'max_lot_coverage_pavement', 'min_parking_spaces']",no_search,tournament_reduce,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,4b7a22668f22e38e6ff85487c0bc44b5,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,1e6a607,baseline,2023-08-18T10:20:03,,,,,0.6956521739130435,,1.0,16,13,53,,,0.5652173913043478,,,,0.6428571428571429,1.0,18,15,90,0.5357142857142857,0.5769230769230769,0.8333333333333334,15,12,63,0.46153846153846156,0.5,0.8461538461538461,11,13,54,0.5909090909090909,0.8275862068965517,0.9090909090909091,24,22,67,0.7586206896551724,0.18181818181818182,1.0,4,3,53,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,b3babd63aca56352dc940991b5790e29,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,65785be,baseline,2023-08-15T19:22:16,,,,,0.6956521739130435,,1.0,16,13,53,,,0.5652173913043478,,,,0.6428571428571429,1.0,18,15,90,0.5357142857142857,0.5769230769230769,0.8333333333333334,15,12,63,0.46153846153846156,0.5,0.8461538461538461,11,13,54,0.5909090909090909,0.8275862068965517,0.9090909090909091,24,22,67,0.7586206896551724,0.18181818181818182,1.0,4,3,53,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,b3babd63aca56352dc940991b5790e29,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,bb0ce1f,baseline,2023-08-15T01:34:22,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,1a26f472c8a4889f0304b01f9732cfec,cdd9b0b79ac4ed02da5897315ccc15df,72e2ee26949e7aa7da950c04a251966c,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,1a0e1fb,baseline,2023-08-14T14:54:19,,,,,1.0,,1.0,5,5,705,,,1.0,,,,,,,,,,1.0,1.0,5,5,693,1.0,,,,,,,1.0,1.0,5,5,695,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,5,1.0,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,1a1be52f6820ab5f69cd181018ca63a5,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,3bb2dd6,baseline,2023-08-11T08:52:30,,,,,1.0,,1.0,5,5,705,,,1.0,,,,,,,,,,1.0,1.0,5,5,693,1.0,,,,,,,1.0,1.0,5,5,695,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,5,1.0,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,1ebbdd78335109e41805d3dabe506702,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,8e52cfc,baseline,2023-08-04T16:05:12,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,85202e679061f803dd2879fee5424ade,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,2fb8531,baseline,2023-08-04T13:57:26,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,85202e679061f803dd2879fee5424ade,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,1534763,baseline,2023-08-03T20:59:15,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,85202e679061f803dd2879fee5424ade,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,39a49c2,baseline,2023-08-03T20:20:25,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,85202e679061f803dd2879fee5424ade,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,910b9f6,baseline,2023-08-03T10:55:00,,,,,0.8571428571428571,,0.92,24,25,81,,,0.8928571428571429,,,,0.8214285714285714,0.8461538461538461,23,26,109,0.9285714285714286,0.625,0.9285714285714286,15,14,52,0.5833333333333334,0.5833333333333334,0.6111111111111112,14,18,55,0.75,0.11538461538461539,0.2,3,5,73,0.19230769230769232,0.9166666666666666,0.9545454545454546,22,22,66,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,12,0.5,23,0.8214285714285714,3,0.11538461538461539,24,0.8571428571428571,15,0.625,22,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,85202e679061f803dd2879fee5424ade,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,69f2010,baseline,2023-08-01T17:32:17,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,b99fd5c5331dfecf1130dfde919eb9f1,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,b6f0e07,baseline,2023-08-01T15:35:02,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,b99fd5c5331dfecf1130dfde919eb9f1,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,9fc7c77,baseline,2023-07-28T14:33:20,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,2846533e8053c752e1dbffd5399114c9,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,1ff54ca,baseline,2023-07-28T14:04:15,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,2846533e8053c752e1dbffd5399114c9,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,b6219e8,baseline,2023-07-28T13:50:32,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,2846533e8053c752e1dbffd5399114c9,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,9b44ead,baseline,2023-07-27T10:18:39,,,,,0.8620689655172413,,0.8846153846153846,25,26,87,,,0.896551724137931,,,,0.1724137931034483,0.19230769230769232,5,26,98,0.896551724137931,0.48,0.2857142857142857,12,14,53,0.56,0.36,0.2777777777777778,9,18,56,0.72,,,,,,,0.92,0.9565217391304348,23,23,71,0.92,,,,,,,,,,,,,,,,,,,,,,,11,0.44,24,0.8275862068965517,,,23,0.7931034482758621,16,0.64,23,0.92,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,e3f684aebabf524afdf317e8e772633f,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,4c3bd37,baseline,2023-07-27T10:14:48,,,,,0.8620689655172413,,0.8846153846153846,25,26,87,,,0.896551724137931,,,,0.1724137931034483,0.19230769230769232,5,26,98,0.896551724137931,0.48,0.2857142857142857,12,14,53,0.56,0.36,0.2777777777777778,9,18,56,0.72,,,,,,,0.92,0.9565217391304348,23,23,71,0.92,,,,,,,,,,,,,,,,,,,,,,,11,0.44,24,0.8275862068965517,,,23,0.7931034482758621,16,0.64,23,0.92,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,e3f684aebabf524afdf317e8e772633f,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,46c4393,baseline,2023-07-27T10:14:24,,,,,0.8620689655172413,,0.8846153846153846,25,26,87,,,0.896551724137931,,,,0.1724137931034483,0.19230769230769232,5,26,98,0.896551724137931,0.48,0.2857142857142857,12,14,53,0.56,0.36,0.2777777777777778,9,18,56,0.72,,,,,,,0.92,0.9565217391304348,23,23,71,0.92,,,,,,,,,,,,,,,,,,,,,,,11,0.44,24,0.8275862068965517,,,23,0.7931034482758621,16,0.64,23,0.92,,,,,,,,,,,,,,,,,,,,,,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,fb8c39e56d3adde90fedba8d8d7fe382,cdd9b0b79ac4ed02da5897315ccc15df,e3f684aebabf524afdf317e8e772633f,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
